prices,market_caps,total_volumes,timestamps,date
13845.28388774076,256853298651.7463,23894578137.19578,1604152981403,2020-10-31 14:03:01.403
13806.349989300157,255799360395.8491,23675561068.05275,1604156700430,2020-10-31 15:05:00.430
13816.712238822565,255573096746.86896,23261888938.387005,1604160150843,2020-10-31 16:02:30.843
13787.491717167093,255303905445.1363,22766101881.63607,1604164676004,2020-10-31 17:17:56.004
13755.017690181432,255160083855.91687,22789753888.33651,1604167622617,2020-10-31 18:07:02.617
13720.425684897475,254247720196.56107,22805479592.999897,1604171047697,2020-10-31 19:04:07.697
13782.51078183245,255398966114.4282,22982868028.177235,1604174687338,2020-10-31 20:04:47.338
13811.134124806866,255929637848.20554,22820023493.2818,1604178132844,2020-10-31 21:02:12.844
13819.087460177789,256189413795.169,22470604007.69135,1604182179840,2020-10-31 22:09:39.840
13796.028785839262,255650925975.5363,22545364512.593655,1604185900397,2020-10-31 23:11:40.397
13778.637638352931,255329261020.6163,22691200479.405403,1604188984657,2020-11-01 00:03:04.657
13705.385986892907,253972616379.8463,22959925613.043102,1604192668072,2020-11-01 01:04:28.072
13748.082153547992,254763991877.1286,23013299710.144352,1604196749746,2020-11-01 02:12:29.746
13693.428807220116,253751806365.43384,22737169174.57821,1604199773291,2020-11-01 03:02:53.291
13680.691425353083,253516113003.80667,22526271568.19302,1604203339433,2020-11-01 04:02:19.433
13661.927858120722,252989312490.3167,22585558339.572956,1604206870931,2020-11-01 05:01:10.931
13684.311046287508,253584556424.12885,22715197116.637745,1604211245790,2020-11-01 06:14:05.790
13705.55343179513,253978542622.2289,22811013730.972305,1604214139855,2020-11-01 07:02:19.855
13785.165319603078,255453835928.8064,22899926996.74359,1604218269609,2020-11-01 08:11:09.609
13721.235246814305,254353248603.254,21887146253.154263,1604222075387,2020-11-01 09:14:35.387
13691.277420493943,253740051314.98627,21683202019.522896,1604225075930,2020-11-01 10:04:35.930
13728.12794918211,254398588554.98788,19754975438.49629,1604229271367,2020-11-01 11:14:31.367
13671.749626606566,253354172772.06494,19564286617.788994,1604232898154,2020-11-01 12:14:58.154
13710.592377759269,254074319026.20483,19595532605.080948,1604235812254,2020-11-01 13:03:32.254
13822.47073396423,255873704796.18356,19689197268.73001,1604240213847,2020-11-01 14:16:53.847
13753.63691359217,254872592939.5707,19624895038.440247,1604243070736,2020-11-01 15:04:30.736
13785.151926374121,255623067747.8356,19599368524.009228,1604247007406,2020-11-01 16:10:07.406
13770.721130949178,255255254833.36923,19592970516.099724,1604250470861,2020-11-01 17:07:50.861
13798.958002718202,255713665357.62198,19535540697.463173,1604253683306,2020-11-01 18:01:23.306
13772.605548616495,255969131483.72452,19270220463.159237,1604257621251,2020-11-01 19:07:01.251
13769.492248930097,255168822370.34268,19122918421.544937,1604261607137,2020-11-01 20:13:27.137
13796.934482629262,255702614697.00366,19262204162.959663,1604264511310,2020-11-01 21:01:51.310
13776.266801586436,255394022705.81924,19640346035.26,1604268596968,2020-11-01 22:09:56.968
13671.267179206041,253350017377.6249,19724728386.541485,1604272433859,2020-11-01 23:13:53.859
13786.247252056719,255286367903.5412,19799868802.214622,1604275975048,2020-11-02 00:12:55.048
13782.81848619381,255727016388.7018,19668870592.225285,1604278919832,2020-11-02 01:01:59.832
13655.807113908566,253462518999.68143,19715839094.775154,1604283305620,2020-11-02 02:15:05.620
13706.346870036541,254001812347.02805,19945220059.62249,1604286207743,2020-11-02 03:03:27.743
13674.26586569835,253641232018.75284,19928771872.298275,1604289982405,2020-11-02 04:06:22.405
13656.95073837907,253087101247.30115,19863182624.488632,1604293478382,2020-11-02 05:04:38.382
13681.574327916462,253543761319.70377,19741170910.575954,1604297580595,2020-11-02 06:13:00.595
13700.140185578384,253887997588.4379,19781320308.096405,1604300535394,2020-11-02 07:02:15.394
13712.51461992303,254277801176.50345,19717309372.002247,1604304472491,2020-11-02 08:07:52.491
13466.919483761654,249947896517.42206,20197598223.060146,1604307927589,2020-11-02 09:05:27.589
13525.230748165972,250647790894.553,21012111231.363926,1604311957744,2020-11-02 10:12:37.744
13523.328090820256,250612869182.97534,21089992856.855476,1604314873316,2020-11-02 11:01:13.316
13390.864996329763,248583731194.9251,21317183601.79219,1604318610654,2020-11-02 12:03:30.654
13313.92035838922,246827851912.61316,21964732988.804638,1604322508124,2020-11-02 13:08:28.124
13394.712847724455,248409189469.28827,22352054338.472023,1604325923327,2020-11-02 14:05:23.327
13463.241021877788,249482609372.1502,22711335370.253025,1604329639105,2020-11-02 15:07:19.105
13513.249388192507,250428118731.70728,22763690661.727562,1604332884827,2020-11-02 16:01:24.827
13491.808771731039,250031036649.8635,22854418156.068054,1604336678676,2020-11-02 17:04:38.676
13510.495362928088,250153511858.16187,22866507073.062683,1604341020898,2020-11-02 18:17:00.898
13448.276873508297,249180350765.03595,22879774206.661343,1604343804695,2020-11-02 19:03:24.695
13539.93645599239,250714602211.7405,22975086113.16325,1604347678990,2020-11-02 20:07:58.990
13656.363175847355,253081675234.73724,23412682821.89344,1604350972981,2020-11-02 21:02:52.981
13601.570488776955,252166909627.114,22992443047.804375,1604355039397,2020-11-02 22:10:39.397
13554.676069801857,251197628993.88028,22779705164.876568,1604358072870,2020-11-02 23:01:12.870
13558.361795524168,251266177558.48047,22630851230.49477,1604361662535,2020-11-03 00:01:02.535
13527.183130568268,250688801391.89557,22459807521.30712,1604365361969,2020-11-03 01:02:41.969
13611.669203982263,251301070424.15573,22515503871.78292,1604369375315,2020-11-03 02:09:35.315
13434.692420238716,249370705620.79196,22270842699.83725,1604372915293,2020-11-03 03:08:35.293
13359.343536420487,247724413391.42804,22522568397.665653,1604376714677,2020-11-03 04:11:54.677
13412.025781622335,248556436466.20328,22958777573.990147,1604379797861,2020-11-03 05:03:17.861
13361.783429841142,247914830142.38116,22926749199.688488,1604383366320,2020-11-03 06:02:46.320
